0,1,2,3,,
178,-1.496,393.366,1000,,
179,-1.706,395.288,500,,
180,-1.496,393.364,1000,,
181,-1.874,396.842,1000,,
182,-2,398,500,,
183,-1.916,397.228,1000,,
184,-1.748,395.69,1000,,
185,-1.328,391.83,1000,,
186,-1.79,396.062,500,,
187,-2,398,500,,
188,-2,398,500,,
189,-1.412,392.596,1000,,
190,-1.706,395.298,1000,,
191,-2,398,500,,
192,-1.538,393.772,1000,,
193,-1.496,393.364,1000,,
194,-1.58,394.14,1000,,
195,-1.79,396.06,500,,
196,-1.916,397.224,500,,
197,-1.874,396.836,500,,
198,-1.706,395.29,500,,
199,-2,398,500,,
200,-2,398,500,,
201,-1.79,396.064,1000,,
202,-2,398,500,,
203,-2,398,500,,
204,-1.832,396.448,500,,
205,-2,398,500,,
206,-1.874,396.85,1000,,
207,-2,398,500,,
208,-1.874,396.836,500,,
209,-2,398,500,,
210,-2,398,500,,
211,-2,398,500,,
212,-0.866,387.618,1000,,
213,-2,398,500,,
214,-1.832,396.456,1000,,
215,-1.79,396.06,500,,
216,-2,398,500,,
217,-2,398,500,,
218,-2,398,500,,
219,-2,398,500,,
220,-1.538,393.744,1000,,
221,-1.706,395.29,500,,
222,-2,398,1000,,
223,-2,398,500,,
224,-2,398,500,,
225,-2,398,500,,
226,-2,398,500,,
227,-2,398,1000,,
228,-2,398,500,,
229,-1.832,396.448,500,,
230,-2,398,1000,,
231,-2,398,500,,
232,-1.622,394.536,1000,,
233,-1.37,392.196,1000,,
234,-1.832,396.456,1000,,
235,-1.832,396.452,500,,
236,-2,398,500,,
237,-2,398,500,,
238,-0.614,385.354,1000,,
239,-1.622,394.518,1000,,
240,-1.748,395.684,1000,,
241,-2,398,500,,
242,-1.454,392.972,1000,,
243,-1.832,396.448,1000,,
244,-1.16,390.28,1000,,
245,-2,398,500,,
246,-1.16,390.344,1000,,
247,-1.706,395.284,500,,
248,-1.538,393.744,1000,,
249,-2,398,500,,
250,-1.832,396.45,500,,
251,-2,398,500,,
252,-1.412,392.596,1000,,
253,-1.412,392.602,1000,,
254,-1.832,396.456,1000,,
255,-2,398,1000,,
256,-2,398,500,,
257,-2,398,500,,
258,-1.454,392.99,1000,,
259,-2,398,500,,
260,-1.958,397.614,1000,,
261,-2,398,500,,
262,-2,398,500,,
263,-1.244,391.072,1000,,
264,-2,398,1000,,
265,-1.286,391.44,1000,,
266,-1.706,395.29,1000,,
267,-2,398,1000,,
268,-2,398,1000,,
269,-1.916,397.224,1000,,
270,-2,398,1000,,
271,-1.748,395.678,500,,
272,-1.874,396.836,500,,
273,-2,398,500,,
274,-2,398,500,,
275,-1.958,397.612,1000,,
276,-1.958,397.612,1000,,
277,-2,398,500,,
278,-2,398,1000,,
279,-1.832,396.452,500,,
280,-1.832,396.456,1000,,
281,-1.622,394.522,500,,
282,-2,398,1000,,
283,-2,398,500,,
284,-2,398,500,,
285,-1.244,391.056,1000,,
286,-1.748,395.684,1000,,
287,-1.706,395.298,1000,,
288,-1.622,394.516,1000,,
289,-1.328,391.878,1000,,
290,-2,398,1000,,
291,-1.916,397.226,500,,
292,-1.874,396.836,500,,
293,-1.832,396.448,500,,
294,-2,398,500,,
295,-2,398,500,,
296,-1.832,396.456,1000,,
297,-1.034,389.174,1000,,
298,-2,398,500,,
299,-1.832,396.456,1000,,
