0,1,2,3,,
84,-2,398,500,,
85,-2,398,500,,
86,-1.79,396.064,1000,,
87,-2,398,1000,,
88,-2,398,500,,
89,-2,398,500,,
90,-1.748,395.674,500,,
91,-2,398,500,,
92,-1.874,396.842,1000,,
93,-1.412,392.612,1000,,
94,-1.622,394.526,1000,,
95,-1.286,391.45,1000,,
96,-1.622,394.512,500,,
97,-1.748,395.688,1000,,
98,-1.832,396.456,1000,,
99,-2,398,500,,
100,-1.748,395.684,1000,,
101,-2,398,1000,,
102,-1.874,396.842,1000,,
103,-1.664,394.908,1000,,
104,-2,398,500,,
105,-1.622,394.516,1000,,
106,-2,398,1000,,
107,-2,398,500,,
108,-1.748,395.672,500,,
109,-2,398,1000,,
110,-1.58,394.154,1000,,
111,-1.58,394.136,1000,,
112,-1.874,396.842,1000,,
113,-1.79,396.06,1000,,
114,-1.412,392.594,1000,,
115,-1.832,396.452,500,,
116,-1.79,396.06,500,,
117,-2,398,500,,
118,-2,398,500,,
119,-1.874,396.836,1000,,
120,-2,398,1000,,
121,-2,398,500,,
122,-2,398,500,,
123,-1.79,396.09,1000,,
124,-1.58,394.126,500,,
125,-1.202,390.73,1000,,
126,-1.874,396.842,1000,,
127,-1.286,391.466,1000,,
128,-2,398,500,,
129,-2,398,1000,,
130,-2,398,500,,
131,-2,398,500,,
132,-1.79,396.064,500,,
133,-2,398,500,,
134,-1.706,395.284,500,,
135,-1.328,391.83,1000,,
136,-2,398,500,,
137,-1.58,394.136,1000,,
138,-1.454,392.986,1000,,
139,-2,398,500,,
140,-1.286,391.444,1000,,
141,-1.622,394.518,500,,
142,-2,398,500,,
143,-1.874,396.836,500,,
144,-1.37,392.204,1000,,
145,-2,398,500,,
146,-1.076,389.512,1000,,
147,-2,398,500,,
148,-2,398,1000,,
149,-2,398,500,,
150,-1.496,393.358,1000,,
151,-2,398,500,,
152,-1.16,390.352,1000,,
153,-2,398,500,,
154,-2,398,1000,,
155,-1.664,394.904,500,,
156,-1.748,395.678,1000,,
157,-2,398,500,,
158,-2,398,500,,
159,-1.79,396.068,1000,,
160,-1.37,392.238,1000,,
161,-1.118,389.894,1000,,
162,-2,398,1000,,
163,-2,398,1000,,
164,-2,398,500,,
165,-2,398,500,,
166,-1.16,390.336,1000,,
167,-2,398,500,,
168,-2,398,1000,,
169,-2,398,500,,
170,-1.958,397.614,1000,,
171,-2,398,500,,
172,-2,398,500,,
173,-2,398,500,,
174,-2,398,500,,
175,-2,398,500,,
176,-1.79,396.06,1000,,
177,-2,398,500,,
178,-2,398,500,,
179,-1.454,392.988,1000,,
180,-2,398,500,,
181,-2,398,500,,
182,-1.916,397.224,1000,,
183,-2,398,500,,
184,-2,398,500,,
185,-2,398,500,,
186,-2,398,500,,
187,-1.286,391.436,1000,,
188,-2,398,500,,
189,-1.916,397.224,1000,,
190,-2,398,500,,
191,-2,398,500,,
192,-1.916,397.224,500,,
193,-1.832,396.448,500,,
194,-1.538,393.764,1000,,
195,-2,398,500,,
196,-1.37,392.22,1000,,
197,-2,398,500,,
198,-2,398,500,,
199,-1.748,395.678,500,,
200,-1.538,393.758,1000,,
201,-1.538,393.744,1000,,
202,-2,398,500,,
203,-2,398,500,,
204,-0.656,385.706,1000,,
205,-1.706,395.288,500,,
206,-1.622,394.516,1000,,
207,-1.874,396.836,500,,
208,-1.874,396.836,500,,
209,-1.748,395.696,1000,,
210,-2,398,500,,
211,-2,398,500,,
212,-1.664,394.916,1000,,
213,-1.79,396.07,1000,,
214,-2,398,1000,,
215,-2,398,500,,
216,-2,398,500,,
217,-1.79,396.066,500,,
218,-2,398,500,,
219,-1.748,395.684,1000,,
220,-2,398,500,,
221,-1.286,391.436,1000,,
222,-1.454,392.966,500,,
223,-1.286,391.438,1000,,
224,-1.748,395.694,1000,,
225,-2,398,500,,
226,-1.538,393.768,1000,,
227,-1.79,396.06,500,,
228,-2,398,500,,
229,-2,398,500,,
230,-1.076,389.51,1000,,
231,-1.748,395.678,1000,,
232,-1.79,396.07,1000,,
233,-1.244,391.108,1000,,
234,-2,398,1000,,
235,-1.454,392.976,1000,,
236,-1.118,389.902,1000,,
237,-2,398,500,,
238,-1.664,394.906,500,,
239,-2,398,500,,
240,-2,398,500,,
241,-2,398,500,,
242,-2,398,500,,
243,-1.79,396.06,500,,
244,-1.916,397.224,1000,,
245,-1.328,391.838,1000,,
246,-1.37,392.22,1000,,
247,-2,398,1000,,
248,-1.79,396.07,1000,,
249,-1.538,393.752,1000,,
250,-0.782,386.858,1000,,
251,-2,398,500,,
252,-1.496,393.362,1000,,
253,-2,398,500,,
254,-2,398,1000,,
255,-1.664,394.904,500,,
256,-1.412,392.594,1000,,
257,-1.538,393.758,1000,,
258,-2,398,500,,
259,-2,398,500,,
260,-1.454,393.016,1000,,
261,-1.832,396.448,500,,
262,-2,398,1000,,
263,-1.832,396.452,1000,,
264,-2,398,500,,
265,-2,398,500,,
266,-1.622,394.528,1000,,
267,-2,398,500,,
268,-2,398,500,,
269,-1.58,394.138,1000,,
270,-2,398,500,,
271,-1.664,394.902,500,,
272,-2,398,500,,
273,-2,398,1000,,
274,-2,398,500,,
275,-2,398,500,,
276,-2,398,500,,
277,-1.16,390.286,1000,,
278,-2,398,500,,
279,-1.748,395.68,500,,
280,-2,398,500,,
281,-1.664,394.908,1000,,
282,-1.202,390.702,1000,,
283,-1.202,390.674,1000,,
284,-1.034,389.122,1000,,
285,-1.454,392.986,1000,,
286,-2,398,500,,
287,-2,398,500,,
288,-2,398,500,,
289,-2,398,500,,
290,-2,398,500,,
291,-2,398,500,,
292,-2,398,500,,
293,-1.664,394.906,1000,,
294,-1.454,393.002,1000,,
295,-1.706,395.29,1000,,
296,-1.622,394.54,1000,,
297,-2,398,500,,
298,-2,398,1000,,
299,-2,398,500,,
